ID	gene_name	Systematic ID	gRNA_cluster_order1	Source	time_points	Status	A	um	lam	t10	t50	t90	t_window	t_inflection	y_inflection	auc	AIC	BIC	R2	RMSE	normalized_RMSE	M_G0Tet	M_YES1_Tet	M_YES2_Tet	M_YES3_Tet	M_YES4_Tet	M_YES5_Tet	M_G0Tet_fitted	M_YES1_Tet_fitted	M_YES2_Tet_fitted	M_YES3_Tet_fitted	M_YES4_Tet_fitted	M_YES5_Tet_fitted	M_G0Tet_residual	M_YES1_Tet_residual	M_YES2_Tet_residual	M_YES3_Tet_residual	M_YES4_Tet_residual	M_YES5_Tet_residual	gRNA_cluster_order1
SPBC215.02_4	pfd5	SPBC215.02	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	3.165	0.216	2.173	3.07	9.556	19.734	16.664	7.576	1.164	22.026	-29.392	-30.017	0.997028	0.052	0.019673	0.0	0.354	1.084	1.679	2.257	2.662	0.054	0.408	1.001	1.728	2.279	2.633	-0.054	-0.054	0.083	-0.049	-0.022	0.029	2
SPAC16.04_33	dus3	SPAC16.04	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.672	0.113	0.0	0.364	3.001	7.138	6.773	2.196	0.247	8.881	-34.922	-35.547	0.981506	0.033	0.048466	0.0	0.404	0.642	0.608	0.674	0.682	0.044	0.406	0.595	0.655	0.668	0.671	-0.044	-0.002	0.047	-0.047	0.006	0.011	1
SPBC27.03_115	meu25	SPBC27.03	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.178	0.03	-0.0	0.364	3.001	7.138	6.773	2.196	0.065	2.35	-33.953	-34.578	0.740524	0.036	0.159126	0.0	0.111	0.225	0.18	0.161	0.126	0.012	0.107	0.157	0.173	0.177	0.178	-0.012	0.004	0.068	0.007	-0.016	-0.052	1
SPBC32H8.06_73	mug93	SPBC32H8.06	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.086	-0.014	0.0	0.364	3.001	7.138	6.773	2.196	0.032	0.004	-33.011	-33.636	-0.064064	0.039	0.324133	0.0	0.061	0.001	-0.027	-0.033	-0.058	0.006	0.0	0.0	0.0	0.0	0.0	-0.006	0.061	0.001	-0.027	-0.033	-0.058	1
SPAC13D1.01c_62	Tf2-7	SPAC13D1.01c	7	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	16.275	1.112	2.722	3.616	10.08	20.224	16.608	8.106	5.987	106.306	2.059	1.435	0.979072	0.72	0.055953	0.0	1.833	4.756	7.558	12.826	12.87	0.18	1.689	4.567	8.358	11.344	13.3	-0.18	0.144	0.189	-0.8	1.482	-0.43	7
SPCC70.08c_57	SPCC70.08c	SPCC70.08c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.157	0.026	0.0	0.365	3.005	7.147	6.782	2.199	0.058	2.079	-41.383	-42.008	0.890938	0.019	0.102152	0.0	0.101	0.128	0.151	0.125	0.189	0.01	0.095	0.139	0.153	0.156	0.157	-0.01	0.006	-0.011	-0.002	-0.031	0.032	1
SPBC577.13_13	syj2	SPBC577.13	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.017	0.002	0.0	0.468	3.856	9.171	8.703	2.822	-0.006	-0.001	-27.632	-28.256	-0.371596	0.061	0.449181	0.0	0.094	0.102	-0.013	0.038	-0.033	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.094	0.102	-0.013	0.038	-0.033	1
SPAC17A2.09c_123	csx1	SPAC17A2.09c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.876	0.142	0.0	0.377	3.102	7.379	7.002	2.27	0.322	11.483	-32.066	-32.691	0.982262	0.042	0.046095	0.0	0.548	0.71	0.882	0.841	0.909	0.058	0.515	0.766	0.851	0.87	0.875	-0.058	0.033	-0.056	0.031	-0.029	0.034	1
SPAC12G12.15_70	sif3	SPAC12G12.15	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.385	0.038	0.0	0.614	5.053	12.019	11.405	3.698	0.142	4.205	-32.815	-33.439	0.912511	0.039	0.097056	0.0	0.18	0.272	0.25	0.369	0.406	0.025	0.142	0.25	0.325	0.359	0.374	-0.025	0.038	0.022	-0.075	0.01	0.032	1
SPAC23D3.10c_56	eng2	SPAC23D3.10c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.019	0.003	0.0	0.364	3.0	7.135	6.771	2.195	-0.007	-0.001	-24.861	-25.485	-2.008589	0.076	0.541101	0.0	0.141	0.086	0.061	0.032	0.054	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.141	0.086	0.061	0.032	0.054	1
SPBC25H2.18_14	cox20	SPBC25H2.18	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.827	0.042	-0.0	1.204	9.915	23.584	22.379	7.256	0.304	5.775	-34.661	-35.286	0.975333	0.034	0.05244	0.0	0.186	0.315	0.381	0.549	0.644	0.055	0.162	0.286	0.428	0.545	0.63	-0.055	0.024	0.029	-0.047	0.004	0.014	1
SPCC794.16_21	SPCC794.16	SPCC794.16	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.082	-0.004	0.0	1.203	9.908	23.567	22.364	7.251	0.03	0.011	-19.318	-19.943	-0.495069	0.121	0.407796	0.0	-0.271	-0.019	-0.046	-0.105	0.026	0.005	0.001	0.0	0.0	0.0	0.0	-0.005	-0.272	-0.019	-0.046	-0.105	0.026	1
SPAC3G9.07c_58	hos2	SPAC3G9.07c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.584	0.098	-0.0	0.364	3.001	7.138	6.773	2.196	0.215	7.716	-22.841	-23.466	0.831744	0.09	0.129714	0.0	0.447	0.422	0.445	0.617	0.697	0.039	0.353	0.517	0.569	0.58	0.583	-0.039	0.094	-0.095	-0.124	0.037	0.114	1
SPBC1709.09_30	rrf1	SPBC1709.09	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.575	0.029	0.0	1.204	9.915	23.584	22.379	7.256	0.212	4.018	-26.049	-26.673	0.849862	0.069	0.12508	0.0	0.117	0.166	0.187	0.353	0.553	0.038	0.112	0.199	0.298	0.379	0.439	-0.038	0.005	-0.033	-0.111	-0.026	0.114	1
SPAC19G12.17_9	erh1	SPAC19G12.17	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.449	0.025	0.0	1.113	9.164	21.796	20.683	6.706	0.165	3.341	-33.002	-33.627	0.897432	0.039	0.118474	0.0	0.079	0.238	0.207	0.326	0.327	0.03	0.094	0.168	0.25	0.314	0.359	-0.03	-0.015	0.07	-0.043	0.012	-0.032	1
SPCC584.15c_102	aly3	SPCC584.15c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.155	0.026	0.0	0.364	3.001	7.138	6.773	2.196	0.057	2.05	-31.718	-32.343	0.584948	0.043	0.211745	0.0	0.162	0.142	0.091	0.174	0.204	0.01	0.094	0.137	0.151	0.154	0.155	-0.01	0.068	0.005	-0.06	0.02	0.049	1
SPAC1805.16c_31	SPAC1805.16c	SPAC1805.16c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.122	0.02	0.0	0.364	3.001	7.138	6.773	2.196	0.045	1.612	-33.466	-34.091	0.455406	0.037	0.236131	0.0	0.158	0.131	0.114	0.132	0.099	0.008	0.074	0.108	0.119	0.121	0.122	-0.008	0.084	0.023	-0.005	0.011	-0.023	1
SPBC1685.09_11	rps29	SPBC1685.09	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	9.162	1.535	0.539	0.904	3.54	7.677	6.773	2.735	3.371	116.435	-5.591	-6.215	0.986951	0.381	0.039799	0.0	4.782	8.124	8.889	9.564	8.448	0.284	4.814	7.839	8.873	9.097	9.146	-0.284	-0.032	0.285	0.016	0.467	-0.698	5
SPAP8A3.14c_81	sls1	SPAP8A3.14c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.23	0.064	0.439	1.616	10.133	23.498	21.882	7.533	0.452	8.368	-22.441	-23.065	0.925001	0.093	0.090635	0.0	0.203	0.51	0.461	0.777	1.031	0.068	0.221	0.407	0.624	0.803	0.935	-0.068	-0.018	0.103	-0.163	-0.026	0.096	1
SPAC25B8.07c_22	rcf1	SPAC25B8.07c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.152	0.008	-0.0	1.204	9.915	23.584	22.379	7.256	-0.056	-0.021	-37.769	-38.394	-0.125094	0.026	0.381003	0.0	-0.047	0.017	-0.03	-0.016	0.021	-0.01	-0.002	-0.0	-0.0	-0.0	-0.0	0.01	-0.045	0.017	-0.03	-0.016	0.021	1
SPBPJ4664.03_2	mfm3	SPBPJ4664.03	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.024	-0.004	-0.0	0.364	3.001	7.137	6.773	2.196	0.009	0.001	-20.58	-21.204	-2.573097	0.109	0.615379	0.0	-0.051	-0.115	-0.135	-0.177	-0.078	0.002	0.0	0.0	0.0	0.0	0.0	-0.002	-0.051	-0.115	-0.135	-0.177	-0.078	1
SPBC1921.07c_56	sgf29	SPBC1921.07c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.977	0.05	0.0	1.204	9.915	23.584	22.379	7.256	0.36	6.827	-28.668	-29.293	0.95678	0.056	0.068115	0.0	0.168	0.387	0.438	0.602	0.817	0.064	0.191	0.338	0.506	0.644	0.745	-0.064	-0.023	0.049	-0.068	-0.042	0.072	1
SPCC1322.15_10	rpl3402	SPCC1322.15	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.175	0.029	0.0	0.364	3.001	7.138	6.773	2.196	0.064	2.309	-44.981	-45.605	0.946941	0.014	0.077118	0.0	0.134	0.159	0.166	0.163	0.185	0.012	0.106	0.155	0.17	0.174	0.174	-0.012	0.028	0.004	-0.004	-0.011	0.011	1
SPAC926.05c_26	dph4	SPAC926.05c	2	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.585	0.09	0.028	1.104	8.884	21.094	19.99	6.509	0.583	12.089	-26.134	-26.759	0.976672	0.069	0.050479	0.0	0.334	0.673	0.889	1.044	1.361	0.103	0.339	0.611	0.907	1.134	1.289	-0.103	-0.005	0.062	-0.018	-0.09	0.072	2
SPMTR.01_1_16	mat2-Pc	SPMTR.01_1	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.954	-0.16	-0.0	0.364	3.001	7.138	6.773	2.196	-0.351	-12.609	-20.192	-20.817	0.8802	0.113	0.123153	0.0	-0.826	-0.861	-0.863	-0.915	-0.889	-0.063	-0.576	-0.844	-0.93	-0.948	-0.952	0.063	-0.25	-0.017	0.067	0.033	0.063	1
SPCC306.11_22	SPCC306.11	SPCC306.11	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.027	0.005	-0.0	0.364	3.001	7.138	6.773	2.196	-0.01	-0.001	-33.288	-33.913	-0.534011	0.038	0.399783	0.0	0.081	0.036	0.022	-0.014	0.009	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.081	0.036	0.022	-0.014	0.009	1
SPBC26H8.13c_12	SPBC26H8.13c	SPBC26H8.13c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.298	0.05	-0.0	0.364	3.001	7.138	6.773	2.196	0.11	3.945	-28.796	-29.421	0.723045	0.055	0.181109	0.0	0.304	0.252	0.286	0.249	0.287	0.02	0.18	0.264	0.291	0.297	0.298	-0.02	0.124	-0.012	-0.005	-0.048	-0.011	1
SPAC57A7.09_88	rnf13	SPAC57A7.09	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.163	0.027	0.0	0.364	3.001	7.138	6.773	2.196	0.06	2.155	-30.204	-30.829	0.444955	0.049	0.264314	0.0	0.185	0.174	0.099	0.119	0.185	0.011	0.099	0.144	0.159	0.162	0.163	-0.011	0.086	0.03	-0.06	-0.043	0.022	1
SPAC6G9.03c_28	rtt106	SPAC6G9.03c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.026	0.004	0.0	0.364	3.001	7.137	6.773	2.196	-0.01	-0.001	-31.192	-31.816	-1.299246	0.045	0.488898	0.0	0.048	0.092	0.015	0.026	0.022	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.048	0.092	0.015	0.026	0.022	1
SPAC222.07c_47	hri2	SPAC222.07c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.208	-0.011	0.008	1.212	9.919	23.582	22.37	7.261	0.077	0.028	-30.006	-30.631	-0.526427	0.05	0.508487	0.0	0.09	0.082	-0.008	0.013	0.002	0.014	0.002	0.0	0.0	0.0	0.0	-0.014	0.088	0.082	-0.008	0.013	0.002	1
SPAC13G6.15c_42	rcn1	SPAC13G6.15c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.132	0.014	0.0	0.57	4.694	11.165	10.595	3.435	0.049	1.498	-36.596	-37.22	0.766456	0.029	0.177535	0.0	0.018	0.091	0.162	0.144	0.095	0.009	0.053	0.091	0.116	0.126	0.13	-0.009	-0.035	0.0	0.046	0.018	-0.035	1
SPAC11D3.14c_261	SPAC11D3.14c	SPAC11D3.14c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.003	-0.0	-0.0	1.204	9.915	23.584	22.379	7.256	-0.001	-0.024	-30.918	-31.543	-0.530164	0.046	0.419778	0.0	0.054	0.048	0.068	0.029	-0.042	-0.0	-0.001	-0.001	-0.002	-0.002	-0.003	0.0	0.055	0.049	0.07	0.031	-0.039	1
SPBC1711.12_125	ppp16	SPBC1711.12	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.195	0.033	-0.0	0.364	3.001	7.138	6.773	2.196	0.072	2.581	-32.354	-32.979	0.679573	0.041	0.183041	0.0	0.183	0.197	0.156	0.139	0.224	0.013	0.118	0.173	0.19	0.194	0.195	-0.013	0.065	0.024	-0.034	-0.055	0.029	1
SPACUNK4.12c_176	iph1	SPACUNK4.12c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.051	0.009	0.0	0.364	3.001	7.138	6.773	2.196	-0.019	-0.002	-40.286	-40.911	-0.061661	0.021	0.335131	0.0	0.025	-0.031	0.008	-0.003	0.032	-0.003	-0.0	-0.0	-0.0	-0.0	-0.0	0.003	0.025	-0.031	0.008	-0.003	0.032	1
SPAC17H9.04c_38	dri1	SPAC17H9.04c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.101	-0.007	0.0	0.829	6.829	16.244	15.415	4.998	0.037	0.009	-26.64	-27.265	-0.183019	0.066	0.358531	0.0	-0.047	-0.081	-0.105	-0.0	0.079	0.007	0.0	0.0	0.0	0.0	0.0	-0.007	-0.047	-0.081	-0.105	-0.0	0.079	1
SPAPB1A11.03_12	SPAPB1A11.03	SPAPB1A11.03	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.027	0.005	-0.0	0.364	3.0	7.137	6.772	2.196	-0.01	-0.001	-32.091	-32.716	-1.783911	0.042	0.578942	0.0	0.072	0.003	0.042	0.045	0.039	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.072	0.003	0.042	0.045	0.039	1
SPAC630.10_53	bmt2	SPAC630.10	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.006	0.001	0.0	0.366	3.011	7.162	6.796	2.203	-0.002	-0.0	-35.696	-36.32	-0.02237	0.031	0.312969	0.0	0.059	0.019	-0.016	0.005	-0.04	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.059	0.019	-0.016	0.005	-0.04	1
SPCC126.06_10	twf1	SPCC126.06	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.095	-0.009	0.0	0.642	5.284	12.568	11.926	3.867	0.035	0.007	-26.672	-27.297	-0.128335	0.066	0.340298	0.0	-0.152	0.017	-0.015	-0.023	0.041	0.006	0.0	0.0	0.0	0.0	0.0	-0.006	-0.152	0.017	-0.015	-0.023	0.041	1
SPBC21C3.06_15	SPBC21C3.06	SPBC21C3.06	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.307	0.051	0.0	0.364	3.001	7.138	6.773	2.196	0.113	4.061	-35.301	-35.926	0.918774	0.032	0.08984	0.0	0.199	0.278	0.356	0.272	0.272	0.02	0.186	0.272	0.3	0.305	0.307	-0.02	0.013	0.006	0.056	-0.033	-0.035	1
SPBC16E9.16c_151	lsd90	SPBC16E9.16c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.024	0.004	0.0	0.391	3.221	7.662	7.271	2.357	-0.009	-0.001	-26.557	-27.182	-1.907552	0.066	0.596422	0.0	0.085	0.071	0.018	0.037	0.111	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.085	0.071	0.018	0.037	0.111	1
SPAC2G11.15c_48	tgs1	SPAC2G11.15c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.328	0.072	1.323	2.446	10.573	23.325	20.878	8.092	0.488	8.538	-30.571	-31.196	0.98263	0.047	0.044327	0.0	0.224	0.386	0.572	0.83	1.071	0.049	0.196	0.397	0.645	0.852	1.004	-0.049	0.028	-0.011	-0.073	-0.022	0.067	1
SPAPYUG7.04c_16	rpb9	SPAPYUG7.04c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.367	0.059	0.0	0.382	3.148	7.487	7.105	2.303	0.135	4.79	-30.066	-30.691	0.886099	0.05	0.108954	0.0	0.176	0.361	0.319	0.321	0.454	0.024	0.213	0.319	0.356	0.364	0.366	-0.024	-0.037	0.042	-0.037	-0.043	0.088	1
SPBC18H10.06c_56	swd2	SPBC18H10.06c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.471	0.078	0.775	1.932	10.3	23.432	21.5	7.745	0.541	9.803	-33.905	-34.53	0.991665	0.036	0.03145	0.0	0.235	0.491	0.697	0.949	1.143	0.071	0.247	0.469	0.735	0.955	1.116	-0.071	-0.012	0.022	-0.038	-0.006	0.027	1
SPAC13D6.04c_34	btb3	SPAC13D6.04c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.013	0.002	0.0	0.364	3.001	7.137	6.773	2.196	-0.005	-0.001	-24.037	-24.662	-3.373591	0.082	0.686877	0.0	0.076	0.108	0.077	0.119	0.051	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.076	0.108	0.077	0.119	0.051	1
SPCC1235.08c_7	pdh1	SPCC1235.08c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.185	0.031	0.0	0.364	3.001	7.138	6.773	2.196	0.068	2.451	-33.248	-33.872	0.71459	0.038	0.176281	0.0	0.141	0.215	0.182	0.191	0.115	0.012	0.112	0.164	0.181	0.184	0.185	-0.012	0.029	0.051	0.001	0.007	-0.07	1
SPBP8B7.07c_52	set6	SPBP8B7.07c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.009	0.002	0.0	0.364	3.001	7.138	6.773	2.196	-0.003	-0.0	-22.006	-22.63	-2.801531	0.097	0.693506	0.0	0.134	0.14	0.111	0.063	0.052	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.134	0.14	0.111	0.063	0.052	1
SPAC13A11.04c_45	ubp8	SPAC13A11.04c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.934	0.112	0.0	0.509	4.189	9.964	9.455	3.066	0.344	11.082	-26.33	-26.955	0.959713	0.068	0.067195	0.0	0.403	0.765	0.745	0.874	1.006	0.062	0.415	0.696	0.85	0.904	0.923	-0.062	-0.012	0.069	-0.105	-0.03	0.083	1
SPAC3A12.06c_37	SPAC3A12.06c	SPAC3A12.06c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.133	0.022	0.0	0.365	3.001	7.138	6.773	2.196	0.049	1.762	-36.14	-36.765	0.705685	0.03	0.162584	0.0	0.091	0.133	0.1	0.094	0.184	0.009	0.081	0.118	0.13	0.133	0.133	-0.009	0.01	0.015	-0.03	-0.039	0.051	1
SPAC17G8.14c_147	pck1	SPAC17G8.14c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.313	0.025	0.0	0.754	6.21	14.771	14.017	4.544	0.115	3.055	-35.711	-36.336	0.92715	0.031	0.105004	0.0	0.035	0.203	0.232	0.295	0.276	0.021	0.094	0.17	0.236	0.273	0.292	-0.021	-0.059	0.033	-0.004	0.022	-0.016	1
SPAC3A11.07_105	nde1	SPAC3A11.07	2	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.12	0.165	0.011	0.426	3.425	8.132	7.706	2.509	0.412	14.264	-22.853	-23.478	0.950904	0.09	0.070812	0.0	0.628	0.953	0.972	1.02	1.275	0.073	0.602	0.937	1.072	1.107	1.116	-0.073	0.026	0.016	-0.1	-0.087	0.159	2
SPBCPT2R1.08c_68	tlh2	SPBCPT2R1.08c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.74	-0.124	-0.0	0.364	3.001	7.138	6.773	2.196	-0.272	-9.777	-22.796	-23.42	0.871661	0.091	0.125974	0.0	-0.653	-0.635	-0.675	-0.695	-0.72	-0.049	-0.447	-0.655	-0.721	-0.735	-0.739	0.049	-0.206	0.02	0.046	0.04	0.019	1
SPCC553.12c_39	SPCC553.12c	SPCC553.12c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.222	0.011	0.0	1.204	9.915	23.584	22.379	7.256	0.082	1.551	-26.804	-27.428	0.458599	0.065	0.276531	0.0	0.005	0.178	0.038	0.091	0.235	0.015	0.043	0.077	0.115	0.146	0.169	-0.015	-0.038	0.101	-0.077	-0.055	0.066	1
SPAC18G6.04c_67	shm2	SPAC18G6.04c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.031	0.005	0.0	0.364	2.999	7.134	6.77	2.195	-0.011	-0.001	-27.061	-27.686	-1.386999	0.064	0.58184	0.0	0.109	0.024	0.016	0.044	0.098	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.109	0.024	0.016	0.044	0.098	1
SPBP35G2.12_33	ysa1	SPBP35G2.12	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.015	0.003	0.0	0.364	3.001	7.138	6.773	2.196	-0.006	-0.001	-22.376	-23.001	-1.159974	0.094	0.562929	0.0	0.167	0.123	0.017	0.098	0.008	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.167	0.123	0.017	0.098	0.008	1
SPAC14C4.10c_64	SPAC14C4.10c	SPAC14C4.10c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.023	0.003	-0.0	0.465	3.825	9.098	8.633	2.799	-0.009	-0.001	-27.097	-27.721	-1.009325	0.063	0.489992	0.0	0.008	0.129	0.057	0.013	0.063	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.008	0.129	0.057	0.013	0.063	1
SPCC757.02c_60	SPCC757.02c	SPCC757.02c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.157	0.026	0.0	0.364	3.001	7.138	6.773	2.196	0.058	2.077	-40.219	-40.844	0.871333	0.021	0.120757	0.0	0.087	0.165	0.143	0.176	0.12	0.01	0.095	0.139	0.153	0.156	0.157	-0.01	-0.008	0.026	-0.01	0.02	-0.037	1
SPAC1420.01c_120	mks1	SPAC1420.01c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.106	0.018	-0.0	0.364	3.001	7.138	6.773	2.196	0.039	1.397	-28.839	-29.464	0.072075	0.055	0.308331	0.0	0.178	0.083	0.133	0.073	0.051	0.007	0.064	0.094	0.103	0.105	0.106	-0.007	0.114	-0.011	0.03	-0.032	-0.055	1
SPCC1906.03_40	wtf19	SPCC1906.03	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.819	-0.137	-0.0	0.364	3.001	7.138	6.773	2.196	-0.301	-10.833	-20.05	-20.675	0.834243	0.114	0.149592	0.0	-0.749	-0.744	-0.763	-0.74	-0.761	-0.054	-0.495	-0.725	-0.799	-0.815	-0.818	0.054	-0.254	-0.019	0.036	0.075	0.057	1
SPAC22E12.05c_34	rer1	SPAC22E12.05c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.02	0.002	-0.0	0.571	4.704	11.188	10.617	3.442	-0.007	-0.001	-25.325	-25.95	-0.306689	0.074	0.444864	0.0	0.104	0.128	-0.037	-0.033	0.051	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.104	0.128	-0.037	-0.033	0.051	1
SPCC4G3.15c_60	not2	SPCC4G3.15c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.825	0.042	0.0	1.204	9.915	23.584	22.379	7.256	0.303	5.761	-32.679	-33.304	0.965191	0.04	0.060633	0.0	0.19	0.33	0.377	0.524	0.657	0.054	0.161	0.285	0.427	0.543	0.629	-0.054	0.029	0.045	-0.05	-0.019	0.028	1
SPBC2F12.17_4	cox7	SPBC2F12.17	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.016	0.003	0.0	0.364	3.001	7.138	6.773	2.196	-0.006	-0.001	-24.331	-24.956	-2.403485	0.08	0.734832	0.0	0.106	0.109	0.05	0.029	0.109	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.106	0.109	0.05	0.029	0.109	1
SPAC1F12.10c_8	SPAC1F12.10c	SPAC1F12.10c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.297	0.015	-0.0	1.204	9.915	23.584	22.379	7.256	0.109	2.072	-35.396	-36.021	0.87313	0.032	0.117073	0.0	0.026	0.13	0.131	0.158	0.271	0.02	0.058	0.103	0.154	0.195	0.226	-0.02	-0.032	0.027	-0.023	-0.037	0.045	1
SPCC24B10.10c_11	yta4	SPCC24B10.10c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.01	0.002	-0.0	0.364	3.0	7.135	6.771	2.195	-0.004	-0.0	-22.788	-23.413	-4.284151	0.091	0.793689	0.0	0.113	0.071	0.089	0.103	0.114	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.113	0.071	0.089	0.103	0.114	1
SPBC16E9.15_5	SPBC16E9.15	SPBC16E9.15	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.188	0.031	0.0	0.364	3.001	7.138	6.773	2.196	0.069	2.48	-37.378	-38.003	0.842186	0.027	0.128867	0.0	0.152	0.178	0.137	0.18	0.209	0.012	0.113	0.166	0.183	0.187	0.187	-0.012	0.039	0.012	-0.046	-0.007	0.022	1
SPAC20H4.10_110	ufd2	SPAC20H4.10	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.342	0.057	-0.0	0.364	3.001	7.138	6.773	2.196	0.126	4.519	-28.562	-29.187	0.804312	0.056	0.136529	0.0	0.243	0.411	0.294	0.325	0.282	0.023	0.207	0.303	0.333	0.34	0.341	-0.023	0.036	0.108	-0.039	-0.015	-0.059	1
SPCC569.04_15	SPCC569.04	SPCC569.04	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.112	-0.018	-0.0	0.381	3.134	7.453	7.073	2.293	0.041	0.005	-22.567	-23.191	-0.258247	0.092	0.352192	0.0	-0.207	-0.02	-0.069	-0.01	0.055	0.007	0.0	0.0	0.0	0.0	0.0	-0.007	-0.207	-0.02	-0.069	-0.01	0.055	1
